id_respuesta,fecha,edad,area,satisfaccion,comentario
R00100,2025-11-10,51.0,Ventas,2,Podría mejorar
R00101,2025-11-29,50.0,Soporte,3,Rápido
R00102,2025-11-12,,Atención,5,
R00103,2025-11-03,28.0,Soporte,9,
R00104,2025-11-09,,Atención,9,
R00105,2025-11-20,18.0,Atención,5,
R00106,2025-11-01,,Ventas,4,
R00107,2025-11-21,29.0,Ventas,7,Muy bien
R00108,2025-11-19,63.0,Soporte,5,Mal servicio
R00109,2025-11-19,,Atención,6,Rápido
R00110,2025-11-28,,Soporte,7,Excelente
R00111,2025-11-14,,Ventas,1,
R00112,2025-11-09,58.0,Soporte,6,Podría mejorar
R00113,2025-11-07,25.0,Ventas,8,Podría mejorar
R00114,2025-11-08,,Soporte,2,
R00115,2025-11-03,26.0,Soporte,8,Excelente
R00116,2025-11-24,,Ventas,4,
R00117,2025-11-23,65.0,Ventas,6,Rápido
R00118,2025-11-21,51.0,Soporte,7,Excelente
R00119,2025-11-23,,Atención,6,Rápido
R00120,2025-11-05,,Soporte,2,
R00121,2025-11-05,,Atención,6,Podría mejorar
R00122,2025-11-29,,Atención,7,
R00123,2025-11-14,27.0,Atención,6,
R00124,2025-11-26,,Ventas,NS/NC,
R00125,2025-11-02,57.0,Atención,1,Muy bien
R00126,2025-11-29,57.0,Soporte,2,
R00127,2025-11-27,,Atención,5,
R00128,2025-11-22,,Soporte,3,Muy bien
R00129,2025-11-23,,Soporte,5,Rápido
R00130,2025-11-21,20.0,Atención,9,
R00131,2025-11-11,28.0,Atención,6,
R00132,2025-11-18,,Postventa,1,
R00133,2025-11-16,,Soporte,5,
R00134,2025-11-18,,Atención,1,Rápido
R00135,2025-11-05,48.0,Ventas,4,Mal servicio
R00136,2025-11-11,22.0,Soporte,9,Rápido
R00137,2025-11-15,38.0,Atención,2,Rápido
R00138,2025-11-08,51.0,Atención,2,
R00139,2025-11-04,,Atención,6,Rápido
R00140,2025-11-22,32.0,Soporte,9,Mal servicio
R00141,2025-11-04,20.0,Ventas,10,Mal servicio
R00142,2025-11-04,31.0,Atención,8,Excelente
R00143,2025-11-18,,Soporte,4,Excelente
R00144,2025-11-07,64.0,Ventas,9,Muy bien
R00145,2025-11-29,60.0,Atención,6,Mal servicio
R00146,2025-11-09,,Atención,7,Mal servicio
R00147,2025-11-18,22.0,Postventa,4,
R00148,2025-11-27,,Postventa,4,
R00149,2025-11-02,58.0,Atención,7,Rápido
R00150,2025-11-08,,Soporte,5,
R00151,2025-11-05,20.0,Soporte,9,Mal servicio
R00152,2025-11-09,,Atención,2,Podría mejorar
R00153,2025-11-06,,Atención,10,
R00154,2025-11-06,,Atención,5,
R00155,2025-11-28,22.0,Ventas,8,
R00156,2025-11-30,34.0,Atención,2,
R00157,2025-11-29,,Soporte,7,Muy bien
R00158,2025-11-19,48.0,Postventa,6,
R00159,2025-11-30,,Atención,4,Excelente
R00160,2025-11-16,36.0,Soporte,4,
R00161,2025-11-22,42.0,Atención,9,
R00162,2025-11-24,52.0,Atención,1,Podría mejorar
R00163,2025-11-11,55.0,Postventa,4,
R00164,2025-11-01,55.0,Atención,2,
R00165,2025-11-18,,Ventas,7,Muy bien
R00166,2025-11-17,58.0,Atención,3,Muy bien
R00167,2025-11-22,42.0,Atención,2,Rápido
R00168,2025-11-24,26.0,Atención,8,Podría mejorar
R00169,2025-11-12,,Soporte,6,
R00170,2025-11-13,,Postventa,6,
R00171,2025-11-05,,Atención,5,
R00172,2025-11-27,,Atención,7,
R00173,2025-11-23,,Atención,9,Muy bien
R00174,2025-11-03,39.0,Ventas,9,Mal servicio
R00175,2025-11-05,,Soporte,3,
R00176,2025-11-13,,Ventas,8,
R00177,2025-11-03,27.0,Atención,1,
R00178,2025-11-29,,Atención,5,Rápido
R00179,2025-11-24,,Soporte,5,
R00180,2025-11-18,,Atención,7,Muy bien
R00181,2025-11-18,,Atención,7,Podría mejorar
R00182,2025-11-22,,Atención,5,
R00183,2025-11-13,,Ventas,6,Rápido
R00184,2025-11-02,,Atención,8,
R00185,2025-11-20,,Atención,3,
R00186,2025-11-04,,Atención,5,Rápido
R00187,2025-11-15,20.0,Ventas,8,Muy bien
R00188,2025-11-03,60.0,Postventa,3,
R00189,2025-11-20,20.0,Soporte,2,
R00190,2025-11-20,46.0,Ventas,5,
R00191,2025-11-19,43.0,Postventa,3,Excelente
R00192,2025-11-17,47.0,Atención,6,Podría mejorar
R00193,2025-11-26,,Atención,7,
R00194,2025-11-12,,Soporte,5,
R00195,2025-11-19,,Soporte,4,Rápido
R00196,2025-11-20,47.0,Atención,5,
R00197,2025-11-16,52.0,Ventas,7,Excelente
R00198,2025-11-01,22.0,Soporte,NS/NC,
R00199,2025-11-25,33.0,Atención,10,
R00200,2025-11-12,,Atención,4,Podría mejorar
R00201,2025-11-20,61.0,Soporte,1,
R00202,2025-11-24,,Postventa,5,
R00203,2025-11-19,,Ventas,9,Excelente
R00204,2025-11-10,,Atención,9,Rápido
R00205,2025-11-08,55.0,Atención,6,Rápido
R00206,2025-11-14,57.0,Postventa,10,
R00207,2025-11-03,54.0,Atención,NS/NC,Podría mejorar
R00208,2025-11-13,41.0,Ventas,12,Muy bien
R00209,2025-11-30,29.0,Atención,3,
R00210,2025-11-14,32.0,Soporte,3,Muy bien
R00211,2025-11-19,,Atención,5,Mal servicio
R00212,2025-11-23,,Ventas,NS/NC,
R00213,2025-11-28,26.0,Atención,1,
R00214,2025-11-26,42.0,Soporte,6,
R00215,2025-11-11,40.0,Ventas,3,Mal servicio
R00216,2025-11-11,52.0,Soporte,6,
R00217,2025-11-28,,Atención,2,Podría mejorar
R00218,2025-11-18,39.0,Soporte,NS/NC,
R00219,2025-11-18,,Soporte,12,
R00220,2025-11-13,49.0,Atención,7,
R00221,2025-11-23,43.0,Atención,9,
R00222,2025-11-12,25.0,Postventa,1,
R00223,2025-11-22,54.0,Soporte,10,
R00224,2025-11-12,,Atención,3,Mal servicio
R00225,2025-11-18,39.0,Ventas,6,
R00226,2025-11-25,,Soporte,6,
R00227,2025-11-18,41.0,Atención,8,
R00228,2025-11-28,30.0,Soporte,3,
R00229,2025-11-25,40.0,Soporte,3,
R00230,2025-11-07,,Atención,5,
R00231,2025-11-29,,Ventas,3,Muy bien
R00232,2025-11-19,64.0,Ventas,6,
R00233,2025-11-23,,Atención,1,Excelente
R00234,2025-11-02,,Soporte,7,Mal servicio
R00235,2025-11-07,41.0,Atención,6,Muy bien
R00236,2025-11-25,62.0,Atención,2,Podría mejorar
R00237,2025-11-10,63.0,Soporte,7,Excelente
R00238,2025-11-27,,Atención,5,
R00239,2025-11-19,21.0,Soporte,6,Mal servicio
R00240,2025-11-15,48.0,Soporte,3,Rápido
R00241,2025-11-16,40.0,Soporte,6,Muy bien
R00242,2025-11-16,,Atención,6,
R00243,2025-11-26,,Soporte,6,Excelente
R00244,2025-11-30,32.0,Ventas,6,
R00245,2025-11-28,,Soporte,4,Rápido
R00246,2025-11-04,,Atención,7,Rápido
R00247,2025-11-21,,Atención,7,Podría mejorar
R00248,2025-11-26,,Atención,2,Podría mejorar
R00249,2025-11-28,34.0,Soporte,8,
R00250,2025-11-05,31.0,Ventas,7,
R00251,2025-11-06,,Atención,9,Muy bien
R00252,2025-11-20,,Soporte,8,Excelente
R00253,2025-11-02,,Ventas,5,
R00254,2025-11-11,18.0,Soporte,4,Mal servicio
R00255,2025-11-13,,Ventas,6,
R00256,2025-11-26,,Soporte,12,
R00257,2025-11-22,,Ventas,9,Mal servicio
R00258,2025-11-26,25.0,Soporte,10,Podría mejorar
R00259,2025-11-25,24.0,Atención,3,Excelente
R00260,2025-11-26,,Atención,12,Mal servicio
R00261,2025-11-22,,Atención,6,
R00262,2025-11-03,31.0,Soporte,6,
R00263,2025-11-01,31.0,Soporte,5,Mal servicio
R00264,2025-11-08,,Ventas,5,
R00265,2025-11-02,,Soporte,7,
R00266,2025-11-17,52.0,Ventas,6,Muy bien
R00267,2025-11-17,,Soporte,9,Mal servicio
R00268,2025-11-15,43.0,Atención,7,
R00269,2025-11-18,53.0,Soporte,8,
R00270,2025-11-03,65.0,Ventas,5,Rápido
R00271,2025-11-03,34.0,Soporte,10,
R00272,2025-11-26,,Ventas,3,Rápido
R00273,2025-11-29,,Soporte,3,
R00274,2025-11-27,,Soporte,6,
R00275,2025-11-23,59.0,Ventas,9,Mal servicio
R00276,2025-11-04,54.0,Atención,2,Mal servicio
R00277,2025-11-02,34.0,Atención,2,
R00278,2025-11-12,56.0,Atención,5,Podría mejorar
R00279,2025-11-11,53.0,Soporte,7,
R00280,2025-11-12,,Atención,4,Mal servicio
R00281,2025-11-17,,Atención,2,Podría mejorar
R00282,2025-11-01,39.0,Ventas,8,
R00283,2025-11-02,,Postventa,4,
R00284,2025-11-24,,Atención,6,Excelente
R00285,2025-11-25,38.0,Atención,3,
R00286,2025-11-25,,Soporte,5,Muy bien
R00287,2025-11-30,,Atención,3,Muy bien
R00288,2025-11-12,23.0,Soporte,2,
R00289,2025-11-08,,Ventas,8,
R00290,2025-11-20,,Atención,10,
R00291,2025-11-14,,Atención,4,
R00292,2025-11-15,45.0,Soporte,7,
R00293,2025-11-21,,Soporte,9,
R00294,2025-11-01,25.0,Ventas,6,Rápido
R00295,2025-11-02,,Atención,4,Mal servicio
R00296,2025-11-10,57.0,Atención,8,Rápido
R00297,2025-11-22,,Atención,5,
R00298,2025-11-07,46.0,Atención,10,
R00299,2025-11-08,,Postventa,10,
R00300,2025-11-08,56.0,Postventa,1,
R00301,2025-11-29,56.0,Soporte,1,Podría mejorar
R00302,2025-11-06,,Atención,8,
R00303,2025-11-17,,Soporte,7,Rápido
R00304,2025-11-10,44.0,Atención,2,Rápido
R00305,2025-11-27,,Soporte,7,
R00306,2025-11-04,,Atención,2,Podría mejorar
R00307,2025-11-14,20.0,Atención,6,
R00308,2025-11-15,,Soporte,5,Podría mejorar
R00309,2025-11-02,,Postventa,6,Excelente
R00310,2025-11-05,,Atención,5,
R00311,2025-11-28,,Atención,5,
R00312,2025-11-20,63.0,Soporte,1,
R00313,2025-11-24,,Atención,NS/NC,Rápido
R00314,2025-11-12,,Soporte,4,
R00315,2025-11-25,49.0,Atención,9,
R00316,2025-11-25,,Atención,4,
R00317,2025-11-27,21.0,Soporte,1,Mal servicio
R00318,2025-11-12,,Atención,8,Muy bien
R00319,2025-11-12,,Ventas,2,
R00320,2025-11-24,37.0,Postventa,11,Rápido
R00321,2025-11-17,,Soporte,9,
R00322,2025-11-04,52.0,Atención,3,
R00323,2025-11-15,,Soporte,1,Podría mejorar
R00324,2025-11-28,57.0,Ventas,12,Podría mejorar
R00325,2025-11-29,,Soporte,5,Mal servicio
R00326,2025-11-17,55.0,Atención,7,
R00327,2025-11-04,45.0,Postventa,4,
R00328,2025-11-10,,Ventas,9,Mal servicio
R00329,2025-11-02,57.0,Atención,9,
R00330,2025-11-23,,Atención,5,
R00331,2025-11-21,43.0,Postventa,4,
R00332,2025-11-04,18.0,Atención,6,
R00333,2025-11-27,53.0,Atención,1,Rápido
R00334,2025-11-06,46.0,Ventas,7,Mal servicio
R00335,2025-11-16,27.0,Postventa,1,
R00336,2025-11-02,,Soporte,7,
R00337,2025-11-15,30.0,Postventa,5,Podría mejorar
R00338,2025-11-13,,Atención,9,Mal servicio
R00339,2025-11-30,,Ventas,7,Rápido
R00340,2025-11-03,31.0,Soporte,3,Excelente
R00341,2025-11-05,43.0,Soporte,3,
R00342,2025-11-24,,Atención,9,Mal servicio
R00343,2025-11-24,26.0,Soporte,4,
R00344,2025-11-14,,Postventa,4,Excelente
R00345,2025-11-13,,Atención,10,Mal servicio
R00346,2025-11-17,,Postventa,12,Muy bien
R00347,2025-11-21,,Atención,9,
R00348,2025-11-16,,Soporte,9,Rápido
R00349,2025-11-23,,Soporte,9,
R00350,2025-11-02,54.0,Atención,3,Excelente
R00351,2025-11-27,,Atención,4,Muy bien
R00352,2025-11-18,59.0,Ventas,4,
R00353,2025-11-06,19.0,Atención,6,Muy bien
R00354,2025-11-04,21.0,Soporte,5,Rápido
R00355,2025-11-12,38.0,Soporte,6,
R00356,2025-11-09,,Soporte,9,Mal servicio
R00357,2025-11-10,,Soporte,6,
R00358,2025-11-11,51.0,Soporte,6,
R00359,2025-11-23,,Atención,2,Podría mejorar
R00360,2025-11-15,,Atención,6,Rápido
R00361,2025-11-05,,Atención,5,
R00362,2025-11-22,57.0,Ventas,NS/NC,Rápido
R00363,2025-11-28,,Atención,1,
R00364,2025-11-19,,Ventas,4,Podría mejorar
R00365,2025-11-07,31.0,Soporte,3,
R00366,2025-11-12,,Atención,7,
R00367,2025-11-01,,Soporte,12,
R00368,2025-11-26,61.0,Atención,4,Rápido
R00369,2025-11-04,,Atención,7,Podría mejorar
R00370,2025-11-15,45.0,Soporte,10,
R00371,2025-11-30,,Ventas,10,
R00372,2025-11-26,,Soporte,3,
R00373,2025-11-06,,Atención,6,
R00374,2025-11-20,,Atención,6,Muy bien
R00375,2025-11-23,43.0,Soporte,11,
R00376,2025-11-23,,Atención,10,
R00377,2025-11-12,,Ventas,6,
R00378,2025-11-18,,Atención,9,Podría mejorar
R00379,2025-11-14,33.0,Atención,6,
R00380,2025-11-05,47.0,Soporte,6,Rápido
R00381,2025-11-03,,Atención,4,Podría mejorar
R00382,2025-11-07,,Atención,8,Muy bien
R00383,2025-11-28,51.0,Atención,4,Rápido
R00384,2025-11-09,,Soporte,8,Podría mejorar
R00385,2025-11-17,,Ventas,8,Mal servicio
R00386,2025-11-14,,Atención,8,
R00387,2025-11-22,,Soporte,4,Excelente
R00388,2025-11-23,31.0,Soporte,3,Muy bien
R00389,2025-11-18,36.0,Atención,1,
R00390,2025-11-08,,Atención,7,Excelente
R00391,2025-11-10,24.0,Soporte,9,
R00392,2025-11-21,33.0,Atención,7,
R00393,2025-11-05,,Soporte,3,Muy bien
R00394,2025-11-28,,Atención,7,Rápido
R00395,2025-11-10,,Postventa,8,Excelente
R00396,2025-11-03,36.0,Atención,3,Rápido
R00397,2025-11-20,21.0,Postventa,NS/NC,
R00398,2025-11-09,,Soporte,6,
R00399,2025-11-08,,Ventas,1,Rápido
R00400,2025-11-30,,Atención,7,
R00401,2025-11-12,,Ventas,10,Excelente
R00402,2025-11-16,18.0,Soporte,12,
R00403,2025-11-21,56.0,Atención,6,Excelente
R00404,2025-11-27,,Atención,8,
R00405,2025-11-22,25.0,Atención,1,Podría mejorar
R00406,2025-11-27,,Ventas,1,
R00407,2025-11-03,,Ventas,1,
R00408,2025-11-08,49.0,Atención,8,Mal servicio
R00409,2025-11-03,,Atención,9,Rápido
R00410,2025-11-07,53.0,Atención,4,Rápido
R00411,2025-11-21,,Ventas,6,Mal servicio
R00412,2025-11-19,57.0,Soporte,3,
R00413,2025-11-07,31.0,Soporte,8,Mal servicio
R00414,2025-11-12,28.0,Soporte,2,
R00415,2025-11-02,,Atención,9,Podría mejorar
R00416,2025-11-03,,Ventas,3,Podría mejorar
R00417,2025-11-03,34.0,Ventas,2,Muy bien
R00418,2025-11-22,49.0,Atención,2,
R00419,2025-11-11,,Postventa,5,
R00420,2025-11-02,28.0,Soporte,NS/NC,
R00421,2025-11-29,32.0,Atención,2,Podría mejorar
R00422,2025-11-21,,Soporte,8,
R00423,2025-11-05,20.0,Ventas,5,
R00424,2025-11-07,,Atención,3,
R00425,2025-11-19,,Atención,2,Excelente
R00426,2025-11-14,,Soporte,7,
R00427,2025-11-07,,Ventas,4,
R00428,2025-11-17,,Ventas,7,Excelente
R00429,2025-11-30,52.0,Atención,5,
R00430,2025-11-01,30.0,Soporte,5,
R00431,2025-11-22,25.0,Ventas,9,
R00432,2025-11-16,22.0,Soporte,9,
R00433,2025-11-24,,Soporte,NS/NC,
R00434,2025-11-11,,Atención,8,
R00435,2025-11-13,20.0,Soporte,6,
R00436,2025-11-13,33.0,Ventas,NS/NC,Podría mejorar
R00437,2025-11-23,63.0,Ventas,5,
R00438,2025-11-08,,Ventas,6,
R00439,2025-11-05,,Postventa,9,
R00440,2025-11-03,38.0,Soporte,7,
R00441,2025-11-12,,Soporte,5,
R00442,2025-11-20,44.0,Atención,6,Rápido
R00443,2025-11-17,,Ventas,NS/NC,
R00444,2025-11-21,50.0,Soporte,5,Podría mejorar
R00445,2025-11-20,,Soporte,2,
R00446,2025-11-29,43.0,Soporte,9,
R00447,2025-11-18,,Atención,5,
R00448,2025-11-13,,Atención,1,
R00449,2025-11-27,56.0,Ventas,7,Muy bien
R00450,2025-11-18,,Atención,1,
R00451,2025-11-01,39.0,Postventa,6,
R00452,2025-11-16,36.0,Postventa,NS/NC,Excelente
R00453,2025-11-19,20.0,Soporte,5,Podría mejorar
R00454,2025-11-17,,Atención,1,Muy bien
R00455,2025-11-20,,Atención,5,Rápido
R00456,2025-11-29,,Postventa,6,Mal servicio
R00457,2025-11-25,23.0,Soporte,9,Podría mejorar
R00458,2025-11-02,,Atención,NS/NC,Rápido
R00459,2025-11-05,,Atención,3,Excelente
R00460,2025-11-07,29.0,Ventas,2,
R00461,2025-11-29,24.0,Ventas,8,Excelente
R00462,2025-11-02,34.0,Atención,5,
R00463,2025-11-14,,Atención,3,
R00464,2025-11-12,26.0,Atención,8,Rápido
R00465,2025-11-16,,Soporte,5,
R00466,2025-11-19,39.0,Soporte,NS/NC,
R00467,2025-11-17,47.0,Postventa,3,Muy bien
R00468,2025-11-23,,Ventas,5,Podría mejorar
R00469,2025-11-22,,Atención,8,Rápido
R00470,2025-11-10,,Soporte,9,Excelente
R00471,2025-11-05,41.0,Soporte,5,Excelente
R00472,2025-11-06,31.0,Soporte,6,Mal servicio
R00473,2025-11-24,,Atención,10,
R00474,2025-11-10,61.0,Atención,4,Excelente
R00475,2025-11-07,42.0,Atención,1,Mal servicio
R00476,2025-11-23,,Ventas,6,
R00477,2025-11-06,,Atención,6,Rápido
R00478,2025-11-27,,Postventa,8,
R00479,2025-11-30,50.0,Atención,7,Podría mejorar
R00480,2025-11-25,44.0,Ventas,7,Muy bien
R00481,2025-11-22,30.0,Soporte,12,
R00482,2025-11-15,54.0,Atención,6,
R00483,2025-11-18,,Atención,6,
R00484,2025-11-18,49.0,Ventas,1,Mal servicio
R00485,2025-11-22,,Soporte,9,Excelente
R00486,2025-11-20,,Soporte,4,
R00487,2025-11-15,,Soporte,3,
R00488,2025-11-13,,Ventas,9,Mal servicio
R00489,2025-11-18,36.0,Atención,4,Podría mejorar
R00490,2025-11-29,28.0,Atención,11,Rápido
R00491,2025-11-08,,Soporte,4,
R00492,2025-11-13,,Postventa,10,Rápido
R00493,2025-11-12,,Atención,5,
R00494,2025-11-08,,Soporte,6,
R00495,2025-11-09,,Ventas,10,
R00496,2025-11-28,,Atención,8,Mal servicio
R00497,2025-11-06,56.0,Ventas,9,
R00498,2025-11-27,31.0,Soporte,NS/NC,Rápido
R00499,2025-11-06,36.0,Soporte,3,
R00500,2025-11-26,,Ventas,10,
R00501,2025-11-28,46.0,Soporte,7,Excelente
R00502,2025-11-21,18.0,Soporte,10,Excelente
R00503,2025-11-06,47.0,Atención,1,
R00504,2025-11-12,,Postventa,10,
R00505,2025-11-11,53.0,Ventas,7,Podría mejorar
R00506,2025-11-23,61.0,Postventa,4,
R00507,2025-11-26,51.0,Soporte,1,
R00508,2025-11-06,44.0,Soporte,1,
R00509,2025-11-01,,Postventa,4,Mal servicio
R00510,2025-11-01,,Atención,5,
R00511,2025-11-16,,Atención,3,Mal servicio
R00512,2025-11-18,,Soporte,8,Muy bien
R00513,2025-11-11,55.0,Soporte,3,Podría mejorar
R00514,2025-11-14,46.0,Ventas,3,
R00515,2025-11-11,42.0,Ventas,4,
R00516,2025-11-27,42.0,Soporte,7,
R00517,2025-11-29,27.0,Ventas,12,
R00518,2025-11-09,61.0,Soporte,6,Rápido
R00519,2025-11-03,22.0,Postventa,10,Muy bien
R00520,2025-11-17,44.0,Atención,5,Muy bien
R00521,2025-11-14,,Ventas,1,Podría mejorar
R00522,2025-11-25,,Soporte,8,
R00523,2025-11-08,,Soporte,6,Podría mejorar
R00524,2025-11-15,18.0,Atención,12,
R00525,2025-11-22,41.0,Postventa,7,Rápido
R00526,2025-11-09,,Ventas,5,
R00527,2025-11-21,,Soporte,8,
R00528,2025-11-03,50.0,Atención,6,Rápido
R00529,2025-11-06,,Atención,10,Excelente
R00530,2025-11-20,54.0,Postventa,6,Mal servicio
R00531,2025-11-05,32.0,Atención,6,Mal servicio
R00532,2025-11-08,,Soporte,3,Muy bien
R00533,2025-11-22,53.0,Ventas,8,Muy bien
R00534,2025-11-17,40.0,Atención,10,
R00535,2025-11-03,53.0,Soporte,8,Muy bien
R00536,2025-11-13,34.0,Atención,1,Rápido
R00537,2025-11-24,22.0,Ventas,1,
R00538,2025-11-06,,Soporte,5,Muy bien
R00539,2025-11-24,38.0,Postventa,4,
R00540,2025-11-23,,Soporte,2,Excelente
R00541,2025-11-23,,Soporte,6,Muy bien
R00542,2025-11-14,30.0,Ventas,4,Mal servicio
R00543,2025-11-06,28.0,Atención,7,Mal servicio
R00544,2025-11-09,55.0,Postventa,3,
R00545,2025-11-30,63.0,Postventa,2,
R00546,2025-11-10,24.0,Atención,8,Muy bien
R00547,2025-11-11,48.0,Atención,6,
R00548,2025-11-21,,Atención,5,Mal servicio
R00549,2025-11-27,,Soporte,3,Mal servicio
R00550,2025-11-23,,Atención,6,Podría mejorar
R00551,2025-11-16,53.0,Ventas,1,Muy bien
R00552,2025-11-22,48.0,Atención,4,
R00553,2025-11-02,,Ventas,1,
R00554,2025-11-25,,Soporte,5,
R00555,2025-11-30,,Soporte,7,
R00556,2025-11-15,19.0,Atención,4,
R00557,2025-11-06,46.0,Soporte,12,
R00558,2025-11-12,56.0,Ventas,8,
R00559,2025-11-06,21.0,Ventas,5,Muy bien
R00560,2025-11-14,64.0,Atención,8,
R00561,2025-11-19,27.0,Soporte,11,
R00562,2025-11-11,,Atención,7,Muy bien
R00563,2025-11-21,53.0,Postventa,7,Excelente
R00564,2025-11-13,44.0,Soporte,5,Excelente
R00565,2025-11-07,,Atención,4,Excelente
R00566,2025-11-14,,Soporte,4,
R00567,2025-11-13,,Atención,4,
R00568,2025-11-26,33.0,Ventas,6,
R00569,2025-11-04,34.0,Soporte,12,Excelente
R00570,2025-11-11,,Atención,12,
R00571,2025-11-15,,Ventas,6,
R00572,2025-11-27,47.0,Atención,11,
R00573,2025-11-08,28.0,Atención,8,
R00574,2025-11-28,55.0,Soporte,4,Mal servicio
R00575,2025-11-27,,Atención,6,
R00576,2025-11-18,22.0,Postventa,5,Muy bien
R00577,2025-11-20,,Soporte,11,Podría mejorar
R00578,2025-11-05,,Postventa,5,
R00579,2025-11-17,40.0,Atención,3,
R00580,2025-11-09,,Atención,2,
R00581,2025-11-06,,Atención,6,
R00582,2025-11-03,,Soporte,9,Mal servicio
R00583,2025-11-17,62.0,Soporte,5,
R00584,2025-11-29,47.0,Postventa,4,
